;path;class;class_name;height;width
50;Training/pituitary/Tr-pi_0493.jpg;3;pituitary;512;512
51;Training/pituitary/Tr-pi_0505.jpg;3;pituitary;512;512
52;Training/pituitary/Tr-pi_0492.jpg;3;pituitary;512;512
53;Training/pituitary/Tr-pi_0509.jpg;3;pituitary;512;512
54;Training/pituitary/Tr-pi_0488.jpg;3;pituitary;512;512
55;Training/pituitary/Tr-pi_0495.jpg;3;pituitary;512;512
56;Training/pituitary/Tr-pi_0512.jpg;3;pituitary;512;512
57;Training/pituitary/Tr-pi_0514.jpg;3;pituitary;512;512
58;Training/pituitary/Tr-pi_0511.jpg;3;pituitary;512;512
59;Training/pituitary/Tr-pi_0490.jpg;3;pituitary;512;512
60;Training/pituitary/Tr-pi_0515.jpg;3;pituitary;512;512
61;Training/pituitary/Tr-pi_0538.jpg;3;pituitary;512;512
62;Training/pituitary/Tr-pi_0532.jpg;3;pituitary;512;512
63;Training/pituitary/Tr-pi_0528.jpg;3;pituitary;512;512
64;Training/pituitary/Tr-pi_0529.jpg;3;pituitary;512;512
65;Training/pituitary/Tr-pi_0539.jpg;3;pituitary;512;512
66;Training/pituitary/Tr-pi_0550.jpg;3;pituitary;512;512
67;Training/pituitary/Tr-pi_0551.jpg;3;pituitary;512;512
68;Training/pituitary/Tr-pi_0527.jpg;3;pituitary;512;512
69;Training/pituitary/Tr-pi_0547.jpg;3;pituitary;512;512
70;Training/pituitary/Tr-pi_0524.jpg;3;pituitary;512;512
71;Training/pituitary/Tr-pi_0542.jpg;3;pituitary;512;512
72;Training/pituitary/Tr-pi_0537.jpg;3;pituitary;512;512
73;Training/pituitary/Tr-pi_0525.jpg;3;pituitary;512;512
74;Training/pituitary/Tr-pi_0518.jpg;3;pituitary;512;512
75;Training/pituitary/Tr-pi_0543.jpg;3;pituitary;512;512
76;Training/pituitary/Tr-pi_0540.jpg;3;pituitary;512;512
77;Training/pituitary/Tr-pi_0535.jpg;3;pituitary;512;512
78;Training/pituitary/Tr-pi_0531.jpg;3;pituitary;512;512
79;Training/pituitary/Tr-pi_0534.jpg;3;pituitary;512;512
80;Training/pituitary/Tr-pi_0548.jpg;3;pituitary;512;512
81;Training/pituitary/Tr-pi_0536.jpg;3;pituitary;512;512
82;Training/pituitary/Tr-pi_0520.jpg;3;pituitary;512;512
83;Training/pituitary/Tr-pi_0523.jpg;3;pituitary;512;512
84;Training/pituitary/Tr-pi_0541.jpg;3;pituitary;512;512
85;Training/pituitary/Tr-pi_0530.jpg;3;pituitary;512;512
86;Training/pituitary/Tr-pi_0544.jpg;3;pituitary;512;512
87;Training/pituitary/Tr-pi_0545.jpg;3;pituitary;512;512
88;Training/pituitary/Tr-pi_0519.jpg;3;pituitary;512;512
89;Training/pituitary/Tr-pi_0533.jpg;3;pituitary;512;512
90;Training/pituitary/Tr-pi_0526.jpg;3;pituitary;512;512
91;Training/pituitary/Tr-pi_0521.jpg;3;pituitary;512;512
92;Training/pituitary/Tr-pi_0546.jpg;3;pituitary;512;512
93;Training/pituitary/Tr-pi_0522.jpg;3;pituitary;512;512
94;Training/pituitary/Tr-pi_0549.jpg;3;pituitary;512;512
95;Training/pituitary/Tr-pi_0552.jpg;3;pituitary;512;512
96;Training/pituitary/Tr-pi_0571.jpg;3;pituitary;512;512
97;Training/pituitary/Tr-pi_0565.jpg;3;pituitary;512;512
98;Training/pituitary/Tr-pi_0586.jpg;3;pituitary;512;512
99;Training/pituitary/Tr-pi_0563.jpg;3;pituitary;512;512
100;Training/pituitary/Tr-pi_0568.jpg;3;pituitary;512;512
101;Training/pituitary/Tr-pi_0572.jpg;3;pituitary;512;512
102;Training/pituitary/Tr-pi_0578.jpg;3;pituitary;512;512
103;Training/pituitary/Tr-pi_0567.jpg;3;pituitary;512;512
104;Training/pituitary/Tr-pi_0576.jpg;3;pituitary;512;512
105;Training/pituitary/Tr-pi_0581.jpg;3;pituitary;512;512
106;Training/pituitary/Tr-pi_0570.jpg;3;pituitary;512;512
107;Training/pituitary/Tr-pi_0583.jpg;3;pituitary;512;512
108;Training/pituitary/Tr-pi_0555.jpg;3;pituitary;512;512
109;Training/pituitary/Tr-pi_0556.jpg;3;pituitary;512;512
110;Training/pituitary/Tr-pi_0560.jpg;3;pituitary;512;512
111;Training/pituitary/Tr-pi_0553.jpg;3;pituitary;512;512
112;Training/pituitary/Tr-pi_0566.jpg;3;pituitary;512;512
113;Training/pituitary/Tr-pi_0562.jpg;3;pituitary;512;512
114;Training/pituitary/Tr-pi_0577.jpg;3;pituitary;512;512
115;Training/pituitary/Tr-pi_0564.jpg;3;pituitary;512;512
116;Training/pituitary/Tr-pi_0574.jpg;3;pituitary;512;512
117;Training/pituitary/Tr-pi_0573.jpg;3;pituitary;512;512
118;Training/pituitary/Tr-pi_0561.jpg;3;pituitary;512;512
119;Training/pituitary/Tr-pi_0585.jpg;3;pituitary;512;512
120;Training/pituitary/Tr-pi_0558.jpg;3;pituitary;512;512
121;Training/pituitary/Tr-pi_0582.jpg;3;pituitary;512;512
122;Training/pituitary/Tr-pi_0557.jpg;3;pituitary;512;512
123;Training/pituitary/Tr-pi_0580.jpg;3;pituitary;512;512
124;Training/pituitary/Tr-pi_0584.jpg;3;pituitary;512;512
125;Training/pituitary/Tr-pi_0569.jpg;3;pituitary;512;512
126;Training/pituitary/Tr-pi_0579.jpg;3;pituitary;512;512
127;Training/pituitary/Tr-pi_0575.jpg;3;pituitary;512;512
128;Training/pituitary/Tr-pi_0554.jpg;3;pituitary;512;512
129;Training/pituitary/Tr-pi_0559.jpg;3;pituitary;512;512
130;Training/pituitary/Tr-pi_0605.jpg;3;pituitary;512;512
131;Training/pituitary/Tr-pi_0612.jpg;3;pituitary;512;512
132;Training/pituitary/Tr-pi_0588.jpg;3;pituitary;512;512
133;Training/pituitary/Tr-pi_0600.jpg;3;pituitary;512;512
134;Training/pituitary/Tr-pi_0597.jpg;3;pituitary;512;512
135;Training/pituitary/Tr-pi_0621.jpg;3;pituitary;512;512
136;Training/pituitary/Tr-pi_0618.jpg;3;pituitary;512;512
137;Training/pituitary/Tr-pi_0622.jpg;3;pituitary;512;512
138;Training/pituitary/Tr-pi_0609.jpg;3;pituitary;512;512
139;Training/pituitary/Tr-pi_0587.jpg;3;pituitary;512;512
140;Training/pituitary/Tr-pi_0615.jpg;3;pituitary;512;512
141;Training/pituitary/Tr-pi_0608.jpg;3;pituitary;512;512
142;Training/pituitary/Tr-pi_0610.jpg;3;pituitary;512;512
143;Training/pituitary/Tr-pi_0601.jpg;3;pituitary;512;512
144;Training/pituitary/Tr-pi_0614.jpg;3;pituitary;512;512
145;Training/pituitary/Tr-pi_0596.jpg;3;pituitary;512;512
146;Training/pituitary/Tr-pi_0590.jpg;3;pituitary;512;512
147;Training/pituitary/Tr-pi_0594.jpg;3;pituitary;512;512
148;Training/pituitary/Tr-pi_0593.jpg;3;pituitary;512;512
149;Training/pituitary/Tr-pi_0619.jpg;3;pituitary;512;512
150;Training/pituitary/Tr-pi_0598.jpg;3;pituitary;512;512
151;Training/pituitary/Tr-pi_0603.jpg;3;pituitary;512;512
152;Training/pituitary/Tr-pi_0602.jpg;3;pituitary;512;512
153;Training/pituitary/Tr-pi_0592.jpg;3;pituitary;512;512
154;Training/pituitary/Tr-pi_0606.jpg;3;pituitary;512;512
155;Training/pituitary/Tr-pi_0607.jpg;3;pituitary;512;512
156;Training/pituitary/Tr-pi_0617.jpg;3;pituitary;512;512
157;Training/pituitary/Tr-pi_0604.jpg;3;pituitary;512;512
158;Training/pituitary/Tr-pi_0591.jpg;3;pituitary;512;512
159;Training/pituitary/Tr-pi_0611.jpg;3;pituitary;512;512
160;Training/pituitary/Tr-pi_0599.jpg;3;pituitary;512;512
161;Training/pituitary/Tr-pi_0620.jpg;3;pituitary;512;512
162;Training/pituitary/Tr-pi_0613.jpg;3;pituitary;512;512
163;Training/pituitary/Tr-pi_0616.jpg;3;pituitary;512;512
164;Training/pituitary/Tr-pi_0589.jpg;3;pituitary;512;512
165;Training/pituitary/Tr-pi_0595.jpg;3;pituitary;512;512
166;Training/pituitary/Tr-pi_0635.jpg;3;pituitary;512;512
167;Training/pituitary/Tr-pi_0653.jpg;3;pituitary;512;512
168;Training/pituitary/Tr-pi_0645.jpg;3;pituitary;512;512
169;Training/pituitary/Tr-pi_0630.jpg;3;pituitary;512;512
170;Training/pituitary/Tr-pi_0650.jpg;3;pituitary;512;512
171;Training/pituitary/Tr-pi_0651.jpg;3;pituitary;512;512
172;Training/pituitary/Tr-pi_0654.jpg;3;pituitary;512;512
173;Training/pituitary/Tr-pi_0632.jpg;3;pituitary;512;512
174;Training/pituitary/Tr-pi_0634.jpg;3;pituitary;512;512
175;Training/pituitary/Tr-pi_0643.jpg;3;pituitary;512;512
176;Training/pituitary/Tr-pi_0625.jpg;3;pituitary;512;512
177;Training/pituitary/Tr-pi_0624.jpg;3;pituitary;512;512
178;Training/pituitary/Tr-pi_0626.jpg;3;pituitary;512;512
179;Training/pituitary/Tr-pi_0640.jpg;3;pituitary;512;512
180;Training/pituitary/Tr-pi_0623.jpg;3;pituitary;512;512
181;Training/pituitary/Tr-pi_0657.jpg;3;pituitary;512;512
182;Training/pituitary/Tr-pi_0633.jpg;3;pituitary;512;512
183;Training/pituitary/Tr-pi_0655.jpg;3;pituitary;512;512
184;Training/pituitary/Tr-pi_0647.jpg;3;pituitary;512;512
185;Training/pituitary/Tr-pi_0648.jpg;3;pituitary;512;512
186;Training/pituitary/Tr-pi_0641.jpg;3;pituitary;512;512
187;Training/pituitary/Tr-pi_0631.jpg;3;pituitary;512;512
188;Training/pituitary/Tr-pi_0649.jpg;3;pituitary;512;512
189;Training/pituitary/Tr-pi_0627.jpg;3;pituitary;512;512
190;Training/pituitary/Tr-pi_0644.jpg;3;pituitary;512;512
191;Training/pituitary/Tr-pi_0637.jpg;3;pituitary;512;512
192;Training/pituitary/Tr-pi_0646.jpg;3;pituitary;512;512
193;Training/pituitary/Tr-pi_0642.jpg;3;pituitary;512;512
194;Training/pituitary/Tr-pi_0639.jpg;3;pituitary;512;512
195;Training/pituitary/Tr-pi_0652.jpg;3;pituitary;512;512
196;Training/pituitary/Tr-pi_0638.jpg;3;pituitary;512;512
197;Training/pituitary/Tr-pi_0629.jpg;3;pituitary;512;512
198;Training/pituitary/Tr-pi_0656.jpg;3;pituitary;512;512
199;Training/pituitary/Tr-pi_0628.jpg;3;pituitary;512;512
200;Training/pituitary/Tr-pi_0636.jpg;3;pituitary;512;512
201;Training/pituitary/Tr-pi_0659.jpg;3;pituitary;512;512
202;Training/pituitary/Tr-pi_0661.jpg;3;pituitary;512;512
203;Training/pituitary/Tr-pi_0665.jpg;3;pituitary;512;512
204;Training/pituitary/Tr-pi_0687.jpg;3;pituitary;512;512
205;Training/pituitary/Tr-pi_0676.jpg;3;pituitary;512;512
206;Training/pituitary/Tr-pi_0679.jpg;3;pituitary;512;512
207;Training/pituitary/Tr-pi_0688.jpg;3;pituitary;512;512
208;Training/pituitary/Tr-pi_0663.jpg;3;pituitary;512;512
209;Training/pituitary/Tr-pi_0667.jpg;3;pituitary;512;512
210;Training/pituitary/Tr-pi_0669.jpg;3;pituitary;512;512
211;Training/pituitary/Tr-pi_0670.jpg;3;pituitary;512;512
212;Training/pituitary/Tr-pi_0681.jpg;3;pituitary;512;512
213;Training/pituitary/Tr-pi_0677.jpg;3;pituitary;512;512
214;Training/pituitary/Tr-pi_0660.jpg;3;pituitary;512;512
215;Training/pituitary/Tr-pi_0689.jpg;3;pituitary;512;512
216;Training/pituitary/Tr-pi_0666.jpg;3;pituitary;512;512
217;Training/pituitary/Tr-pi_0675.jpg;3;pituitary;512;512
218;Training/pituitary/Tr-pi_0684.jpg;3;pituitary;512;512
219;Training/pituitary/Tr-pi_0668.jpg;3;pituitary;512;512
220;Training/pituitary/Tr-pi_0680.jpg;3;pituitary;512;512
221;Training/pituitary/Tr-pi_0662.jpg;3;pituitary;512;512
222;Training/pituitary/Tr-pi_0683.jpg;3;pituitary;512;512
223;Training/pituitary/Tr-pi_0682.jpg;3;pituitary;512;512
224;Training/pituitary/Tr-pi_0672.jpg;3;pituitary;512;512
225;Training/pituitary/Tr-pi_0685.jpg;3;pituitary;512;512
226;Training/pituitary/Tr-pi_0664.jpg;3;pituitary;512;512
227;Training/pituitary/Tr-pi_0671.jpg;3;pituitary;512;512
228;Training/pituitary/Tr-pi_0658.jpg;3;pituitary;512;512
229;Training/pituitary/Tr-pi_0674.jpg;3;pituitary;512;512
230;Training/pituitary/Tr-pi_0678.jpg;3;pituitary;512;512
231;Training/pituitary/Tr-pi_0686.jpg;3;pituitary;512;512
232;Training/pituitary/Tr-pi_0673.jpg;3;pituitary;512;512
233;Training/pituitary/Tr-pi_0707.jpg;3;pituitary;512;512
234;Training/pituitary/Tr-pi_0709.jpg;3;pituitary;512;512
235;Training/pituitary/Tr-pi_0690.jpg;3;pituitary;512;512
236;Training/pituitary/Tr-pi_0711.jpg;3;pituitary;512;512
237;Training/pituitary/Tr-pi_0695.jpg;3;pituitary;512;512
238;Training/pituitary/Tr-pi_0700.jpg;3;pituitary;512;512
239;Training/pituitary/Tr-pi_0696.jpg;3;pituitary;512;512
240;Training/pituitary/Tr-pi_0692.jpg;3;pituitary;512;512
241;Training/pituitary/Tr-pi_0704.jpg;3;pituitary;512;512
242;Training/pituitary/Tr-pi_0694.jpg;3;pituitary;512;512
243;Training/pituitary/Tr-pi_0697.jpg;3;pituitary;512;512
244;Training/pituitary/Tr-pi_0710.jpg;3;pituitary;512;512
245;Training/pituitary/Tr-pi_0703.jpg;3;pituitary;512;512
246;Training/pituitary/Tr-pi_0713.jpg;3;pituitary;512;512
247;Training/pituitary/Tr-pi_0699.jpg;3;pituitary;512;512
248;Training/pituitary/Tr-pi_0708.jpg;3;pituitary;512;512
249;Training/pituitary/Tr-pi_0702.jpg;3;pituitary;512;512
250;Training/pituitary/Tr-pi_0712.jpg;3;pituitary;512;512
251;Training/pituitary/Tr-pi_0691.jpg;3;pituitary;512;512
252;Training/pituitary/Tr-pi_0715.jpg;3;pituitary;512;512
253;Training/pituitary/Tr-pi_0706.jpg;3;pituitary;512;512
254;Training/pituitary/Tr-pi_0701.jpg;3;pituitary;512;512
255;Training/pituitary/Tr-pi_0714.jpg;3;pituitary;512;512
256;Training/pituitary/Tr-pi_0693.jpg;3;pituitary;512;512
257;Training/pituitary/Tr-pi_0705.jpg;3;pituitary;512;512
258;Training/pituitary/Tr-pi_0698.jpg;3;pituitary;512;512
259;Training/pituitary/Tr-pi_0746.jpg;3;pituitary;512;512
260;Training/pituitary/Tr-pi_0733.jpg;3;pituitary;512;512
261;Training/pituitary/Tr-pi_0738.jpg;3;pituitary;512;512
262;Training/pituitary/Tr-pi_0730.jpg;3;pituitary;256;256
263;Training/pituitary/Tr-pi_0739.jpg;3;pituitary;512;512
264;Training/pituitary/Tr-pi_0744.jpg;3;pituitary;512;512
265;Training/pituitary/Tr-pi_0717.jpg;3;pituitary;512;512
266;Training/pituitary/Tr-pi_0729.jpg;3;pituitary;256;256
267;Training/pituitary/Tr-pi_0737.jpg;3;pituitary;512;512
268;Training/pituitary/Tr-pi_0741.jpg;3;pituitary;512;512
269;Training/pituitary/Tr-pi_0735.jpg;3;pituitary;512;512
270;Training/pituitary/Tr-pi_0724.jpg;3;pituitary;512;512
271;Training/pituitary/Tr-pi_0736.jpg;3;pituitary;512;512
272;Training/pituitary/Tr-pi_0726.jpg;3;pituitary;512;512
273;Training/pituitary/Tr-pi_0722.jpg;3;pituitary;512;512
274;Training/pituitary/Tr-pi_0716.jpg;3;pituitary;512;512
275;Training/pituitary/Tr-pi_0720.jpg;3;pituitary;512;512
276;Training/pituitary/Tr-pi_0721.jpg;3;pituitary;512;512
277;Training/pituitary/Tr-pi_0745.jpg;3;pituitary;512;512
278;Training/pituitary/Tr-pi_0725.jpg;3;pituitary;512;512
279;Training/pituitary/Tr-pi_0734.jpg;3;pituitary;512;512
280;Training/pituitary/Tr-pi_0743.jpg;3;pituitary;512;512
281;Training/pituitary/Tr-pi_0728.jpg;3;pituitary;512;512
282;Training/pituitary/Tr-pi_0740.jpg;3;pituitary;512;512
283;Training/pituitary/Tr-pi_0732.jpg;3;pituitary;512;512
284;Training/pituitary/Tr-pi_0742.jpg;3;pituitary;512;512
285;Training/pituitary/Tr-pi_0718.jpg;3;pituitary;512;512
286;Training/pituitary/Tr-pi_0731.jpg;3;pituitary;512;512
287;Training/pituitary/Tr-pi_0747.jpg;3;pituitary;512;512
288;Training/pituitary/Tr-pi_0727.jpg;3;pituitary;512;512
289;Training/pituitary/Tr-pi_0719.jpg;3;pituitary;512;512
290;Training/pituitary/Tr-pi_0723.jpg;3;pituitary;512;512
291;Training/pituitary/Tr-pi_0765.jpg;3;pituitary;512;512
292;Training/pituitary/Tr-pi_0772.jpg;3;pituitary;512;512
293;Training/pituitary/Tr-pi_0757.jpg;3;pituitary;512;512
294;Training/pituitary/Tr-pi_0773.jpg;3;pituitary;512;512
295;Training/pituitary/Tr-pi_0764.jpg;3;pituitary;512;512
296;Training/pituitary/Tr-pi_0777.jpg;3;pituitary;512;512
297;Training/pituitary/Tr-pi_0760.jpg;3;pituitary;512;512
298;Training/pituitary/Tr-pi_0750.jpg;3;pituitary;512;512
299;Training/pituitary/Tr-pi_0778.jpg;3;pituitary;512;512
300;Training/pituitary/Tr-pi_0781.jpg;3;pituitary;512;512
301;Training/pituitary/Tr-pi_0771.jpg;3;pituitary;512;512
302;Training/pituitary/Tr-pi_0758.jpg;3;pituitary;512;512
303;Training/pituitary/Tr-pi_0749.jpg;3;pituitary;512;512
304;Training/pituitary/Tr-pi_0752.jpg;3;pituitary;512;512
305;Training/pituitary/Tr-pi_0754.jpg;3;pituitary;512;512
306;Training/pituitary/Tr-pi_0761.jpg;3;pituitary;512;512
307;Training/pituitary/Tr-pi_0763.jpg;3;pituitary;512;512
308;Training/pituitary/Tr-pi_0756.jpg;3;pituitary;512;512
309;Training/pituitary/Tr-pi_0779.jpg;3;pituitary;512;512
310;Training/pituitary/Tr-pi_0755.jpg;3;pituitary;512;512
311;Training/pituitary/Tr-pi_0768.jpg;3;pituitary;512;512
312;Training/pituitary/Tr-pi_0775.jpg;3;pituitary;512;512
313;Training/pituitary/Tr-pi_0769.jpg;3;pituitary;512;512
314;Training/pituitary/Tr-pi_0751.jpg;3;pituitary;512;512
315;Training/pituitary/Tr-pi_0770.jpg;3;pituitary;512;512
316;Training/pituitary/Tr-pi_0753.jpg;3;pituitary;512;512
317;Training/pituitary/Tr-pi_0780.jpg;3;pituitary;512;512
318;Training/pituitary/Tr-pi_0766.jpg;3;pituitary;512;512
319;Training/pituitary/Tr-pi_0774.jpg;3;pituitary;512;512
320;Training/pituitary/Tr-pi_0762.jpg;3;pituitary;512;512
321;Training/pituitary/Tr-pi_0782.jpg;3;pituitary;512;512
322;Training/pituitary/Tr-pi_0767.jpg;3;pituitary;512;512
323;Training/pituitary/Tr-pi_0776.jpg;3;pituitary;512;512
324;Training/pituitary/Tr-pi_0748.jpg;3;pituitary;512;512
325;Training/pituitary/Tr-pi_0759.jpg;3;pituitary;512;512
326;Training/pituitary/Tr-pi_0799.jpg;3;pituitary;512;512
327;Training/pituitary/Tr-pi_0790.jpg;3;pituitary;512;512
328;Training/pituitary/Tr-pi_0812.jpg;3;pituitary;512;512
329;Training/pituitary/Tr-pi_0804.jpg;3;pituitary;512;512
330;Training/pituitary/Tr-pi_0785.jpg;3;pituitary;512;512
331;Training/pituitary/Tr-pi_0803.jpg;3;pituitary;512;512
332;Training/pituitary/Tr-pi_0806.jpg;3;pituitary;512;512
333;Training/pituitary/Tr-pi_0807.jpg;3;pituitary;512;512
334;Training/pituitary/Tr-pi_0796.jpg;3;pituitary;512;512
335;Training/pituitary/Tr-pi_0783.jpg;3;pituitary;512;512
336;Training/pituitary/Tr-pi_0784.jpg;3;pituitary;512;512
337;Training/pituitary/Tr-pi_0802.jpg;3;pituitary;512;512
338;Training/pituitary/Tr-pi_0809.jpg;3;pituitary;512;512
339;Training/pituitary/Tr-pi_0811.jpg;3;pituitary;512;512
340;Training/pituitary/Tr-pi_0810.jpg;3;pituitary;512;512
341;Training/pituitary/Tr-pi_0801.jpg;3;pituitary;512;512
342;Training/pituitary/Tr-pi_0791.jpg;3;pituitary;512;512
343;Training/pituitary/Tr-pi_0800.jpg;3;pituitary;512;512
344;Training/pituitary/Tr-pi_0787.jpg;3;pituitary;512;512
345;Training/pituitary/Tr-pi_0788.jpg;3;pituitary;512;512
346;Training/pituitary/Tr-pi_0797.jpg;3;pituitary;512;512
347;Training/pituitary/Tr-pi_0795.jpg;3;pituitary;512;512
348;Training/pituitary/Tr-pi_0794.jpg;3;pituitary;512;512
349;Training/pituitary/Tr-pi_0793.jpg;3;pituitary;512;512
350;Training/pituitary/Tr-pi_0786.jpg;3;pituitary;512;512
351;Training/pituitary/Tr-pi_0813.jpg;3;pituitary;512;512
352;Training/pituitary/Tr-pi_0814.jpg;3;pituitary;512;512
353;Training/pituitary/Tr-pi_0805.jpg;3;pituitary;512;512
354;Training/pituitary/Tr-pi_0792.jpg;3;pituitary;512;512
355;Training/pituitary/Tr-pi_0789.jpg;3;pituitary;512;512
356;Training/pituitary/Tr-pi_0798.jpg;3;pituitary;512;512
357;Training/pituitary/Tr-pi_0808.jpg;3;pituitary;512;512
358;Training/pituitary/Tr-pi_0846.jpg;3;pituitary;512;512
359;Training/pituitary/Tr-pi_0838.jpg;3;pituitary;512;512
360;Training/pituitary/Tr-pi_0842.jpg;3;pituitary;512;512
361;Training/pituitary/Tr-pi_0841.jpg;3;pituitary;512;512
362;Training/pituitary/Tr-pi_0833.jpg;3;pituitary;512;512
363;Training/pituitary/Tr-pi_0843.jpg;3;pituitary;512;512
364;Training/pituitary/Tr-pi_0836.jpg;3;pituitary;512;512
365;Training/pituitary/Tr-pi_0837.jpg;3;pituitary;512;512
366;Training/pituitary/Tr-pi_0832.jpg;3;pituitary;512;512
367;Training/pituitary/Tr-pi_0840.jpg;3;pituitary;512;512
368;Training/pituitary/Tr-pi_0823.jpg;3;pituitary;512;512
369;Training/pituitary/Tr-pi_0821.jpg;3;pituitary;512;512
370;Training/pituitary/Tr-pi_0844.jpg;3;pituitary;512;512
371;Training/pituitary/Tr-pi_0831.jpg;3;pituitary;512;512
372;Training/pituitary/Tr-pi_0818.jpg;3;pituitary;512;512
373;Training/pituitary/Tr-pi_0829.jpg;3;pituitary;512;512
374;Training/pituitary/Tr-pi_0816.jpg;3;pituitary;512;512
375;Training/pituitary/Tr-pi_0828.jpg;3;pituitary;512;512
376;Training/pituitary/Tr-pi_0839.jpg;3;pituitary;512;512
377;Training/pituitary/Tr-pi_0820.jpg;3;pituitary;512;512
378;Training/pituitary/Tr-pi_0822.jpg;3;pituitary;512;512
379;Training/pituitary/Tr-pi_0827.jpg;3;pituitary;512;512
380;Training/pituitary/Tr-pi_0847.jpg;3;pituitary;512;512
381;Training/pituitary/Tr-pi_0834.jpg;3;pituitary;512;512
382;Training/pituitary/Tr-pi_0819.jpg;3;pituitary;512;512
383;Training/pituitary/Tr-pi_0830.jpg;3;pituitary;512;512
384;Training/pituitary/Tr-pi_0815.jpg;3;pituitary;512;512
385;Training/pituitary/Tr-pi_0824.jpg;3;pituitary;512;512
386;Training/pituitary/Tr-pi_0825.jpg;3;pituitary;512;512
387;Training/pituitary/Tr-pi_0817.jpg;3;pituitary;512;512
388;Training/pituitary/Tr-pi_0845.jpg;3;pituitary;512;512
389;Training/pituitary/Tr-pi_0835.jpg;3;pituitary;512;512
390;Training/pituitary/Tr-pi_0826.jpg;3;pituitary;512;512
391;Training/pituitary/Tr-pi_0849.jpg;3;pituitary;512;512
392;Training/pituitary/Tr-pi_0865.jpg;3;pituitary;512;512
393;Training/pituitary/Tr-pi_0873.jpg;3;pituitary;512;512
394;Training/pituitary/Tr-pi_0848.jpg;3;pituitary;512;512
395;Training/pituitary/Tr-pi_0867.jpg;3;pituitary;512;512
396;Training/pituitary/Tr-pi_0853.jpg;3;pituitary;256;256
397;Training/pituitary/Tr-pi_0861.jpg;3;pituitary;512;512
398;Training/pituitary/Tr-pi_0880.jpg;3;pituitary;512;512
